cuenca_n1,codcuenca,tipo_obra,volumen,Volumen de embalse,departamento,uso,destino,lat,lon,estado,accion_solicitud,tipo_resolucion,curso,area_cuenca_ha,tipo_obra_agr
Laguna Merín,45,Tajamar Chico,13656.0,13656.0,ROCHA,Otros usos agropecuarios,Abrevadero de ganado,-33.77018286444774,-54.24700199626386,Registrada,Nueva,Permiso de uso,Cda. s/n,19.8,Tajamar Chico
Laguna Merín,45,Tajamar Mediano,2550.0,2550.0,ROCHA,Otros usos agropecuarios,Abrevadero de ganado,-34.192834446901706,-54.28255105158315,Registrada,Nueva,Permiso de uso,Cda. s/n,8.09,Tajamar Mediano
Laguna Merín,45,Reservorio,3600000.0,3600000.0,ROCHA,Riego,Arroz,-33.55228966908104,-54.065527841448784,Registrada,Renovación,Permiso de uso,Ao. Del Arrayán,,Reservorio/Otros
Laguna Merín,46,Represa Chica,1900000.0,1900000.0,ROCHA,Riego,Forraje/Pradera/Semillas,-33.96617,-54.18567,Registrada,Nueva,Concesión,Ao. Sarandí De La India Muerta,380.0,Represa Chica
Laguna Merín,46,Tajamar Mediano,75000.0,,ROCHA,Riego,Forraje/Pradera/Semillas,-34.07243,-54.11574,Registrada,Nueva,Concesión,Cda. s/n,3500.0,Tajamar Mediano
Laguna Merín,46,Tajamar Chico,679.0,0.68,ROCHA,Otros usos agropecuarios,Abrevadero de ganado,-34.01888482063623,-53.97428762982599,Registrada,Nueva,Permiso de uso,Cda. s/n,6.61,Tajamar Chico
Laguna Merín,46,Tajamar Chico,471.0,0.47,ROCHA,Otros usos agropecuarios,Abrevadero de ganado,-34.02241689999964,-53.965277911629535,Registrada,Nueva,Permiso de uso,Cda. s/n,1.7,Tajamar Chico
Laguna Merín,46,Tajamar Chico,1408.0,1408.0,ROCHA,Otros usos agropecuarios,Abrevadero de ganado,-34.02434472001384,-53.96754992078058,Registrada,Nueva,Permiso de uso,Cda. s/n,3.87,Tajamar Chico
Laguna Merín,46,Tajamar Chico,835.0,835.0,ROCHA,Otros usos agropecuarios,Abrevadero de ganado,-34.016113831761835,-53.988062203279696,Registrada,Nueva,Permiso de uso,Cda. s/n,1.45,Tajamar Chico
Laguna Merín,46,Represa Mediana,1686800.0,1688800.0,ROCHA,Riego,Arroz,-33.92033003671801,-53.75422462821007,Registrada,Nueva,Concesión,Cda. s/n,692.0,Represa Mediana
Laguna Merín,46,Represa Mediana,2490000.0,2490000.0,ROCHA,Riego,Arroz,-33.91655658078917,-54.014032040899,Registrada,Renovación,Concesión,Cda. s/n,698.0,Represa Mediana
Laguna Merín,46,Represa Grande,1300000.0,1675800.0,ROCHA,Riego,Cereales/Oleaginosas,-33.91229530927254,-54.0746258944273,Registrada,Renovación,Concesión,Cda. s/n,343.0,Represa Grande
Laguna Merín,46,Represa Mediana,717000.0,717000.0,ROCHA,Riego,Arroz,-33.93278897077315,-53.97061997921106,Registrada,Renovación,Concesión,Cda. s/n,515.0,Represa Mediana
Laguna Merín,46,Represa Mediana,995000.0,995000.0,ROCHA,Riego,Arroz,-33.944341154145064,-53.98139872839975,Registrada,Renovación,Concesión,Cda. s/n,370.0,Represa Mediana
Laguna Merín,46,Represa Chica,306103.0,306103.0,ROCHA,Otros usos agropecuarios,Abrevadero de ganado,-33.922463059005295,-53.63387980146175,Registrada,Nueva,Permiso de uso,Cda. s/n,128.0,Represa Chica
Río Negro,50,Represa Chica,1950000.0,1945000.0,CERRO LARGO,Riego,Arroz,-31.903250565256197,-54.430308373667984,Registrada,Renovación,Concesión,Cda. Moyano,486.0,Represa Chica
Río Negro,50,Represa Chica,3050000.0,3050000.0,RIVERA,Riego,Arroz,-31.634242141481064,-54.49373224021636,Registrada,Renovación,Concesión,Cda. s/n,370.0,Represa Chica
Río Negro,50,Represa Chica,1060000.0,2811530.0,CERRO LARGO,Riego,Arroz,-32.14359542337678,-54.66200674861725,Registrada,Renovación,Concesión,Cda. s/n,250.0,Represa Chica
Río Negro,50,Represa Mediana,2790000.0,2790000.0,CERRO LARGO,Riego,Arroz,-31.816084890728,-54.4195861830376,Registrada,Renovación,Concesión,Cda. s/n,820.0,Represa Mediana
Río Negro,50,Represa Grande,3640000.0,3640000.0,CERRO LARGO,Riego,Arroz,-32.46670609579039,-54.64572917353421,Registrada,Renovación,Concesión,Cda. Del Mandú,1170.0,Represa Grande
Río Negro,50,Represa Chica,1480000.0,1480000.0,RIVERA,Riego,Arroz,-31.575937913132652,-54.6620071970457,Registrada,Renovación,Concesión,Cda. s/n,199.0,Represa Chica
Río Negro,50,Tajamar Grande,67540.0,129000.0,RIVERA,Riego,Arroz,-31.704860774269907,-54.58986894134523,Registrada,Renovación,Permiso de uso,Cda. s/n,106.0,Tajamar Grande
Río Negro,50,Represa Chica,670000.0,670000.0,RIVERA,Riego,Arroz,-31.716110277588264,-54.60660175549813,Registrada,Renovación,Concesión,Ao. Coronilla Chico,232.0,Represa Chica
Río Negro,50,Represa Chica,1900000.0,1900000.0,CERRO LARGO,Riego,Arroz,-32.148737506668404,-54.392395238187525,Registrada,Renovación,Concesión,Ao. Corrales,430.0,Represa Chica
Río Negro,50,Represa Mediana,3880000.0,3880000.0,CERRO LARGO,Riego,Arroz,-32.02336513946642,-54.35061477783307,Registrada,Renovación,Concesión,Cda. s/n,570.0,Represa Mediana
Río Negro,50,Represa Chica,1183000.0,1183000.0,CERRO LARGO,Riego,Arroz,-32.0234809855872,-54.37515722367578,Registrada,Renovación,Concesión,Cda. s/n,310.0,Represa Chica
Río Negro,50,Represa Chica,622700.0,622000.0,CERRO LARGO,Riego,Forraje/Pradera/Semillas,-32.16330686077728,-54.46459225631664,Registrada,Nueva,Concesión,Cda. s/n,150.0,Represa Chica
Río Negro,50,Represa Chica,3526900.0,3527000.0,CERRO LARGO,Otros usos agropecuarios,Abrevadero de ganado,-32.42327231518511,-54.7850182386614,Registrada,Renovación,Concesión,Cda. s/n,383.0,Represa Chica
Río Negro,50,Represa Mediana,3249000.0,3249000.0,CERRO LARGO,Riego,Arroz,-31.77772022804169,-54.38973754530334,Registrada,Renovación,Concesión,Cda. De La Aruera,800.0,Represa Mediana
Río Negro,50,Represa Grande,2778000.0,2778000.0,CERRO LARGO,Riego,Arroz,-32.61270319072412,-54.79460553589913,Registrada,Renovación,Concesión,Cda. s/n,1150.0,Represa Grande
Río Negro,50,Represa Chica,1363000.0,1363000.0,CERRO LARGO,Riego,Forraje/Pradera/Semillas,-31.77772022804169,-54.38973754530334,Registrada,Cesión,Concesión,Cda. San Miguel,120.0,Represa Chica
Río Negro,50,Represa Chica,1222000.0,1351000.0,RIVERA,Riego,Arroz,-31.49732021774039,-54.5951812271098,Registrada,Renovación,Concesión,Cda. s/n,225.0,Represa Chica
Río Negro,50,Represa Mediana,2551500.0,2551500.0,CERRO LARGO,Riego,Arroz,-32.57178438500176,-54.77996253233694,Registrada,Nueva,Concesión,Cda sin nombre/arroyo Tupanbae,737.0,Represa Mediana
Río Negro,50,Represa Grande,3180000.0,4050000.0,TACUAREMBÓ,Riego,Arroz,-32.28471557657858,-54.94844471483687,Registrada,Renovación,Concesión,Cda sin nombre,1830.0,Represa Grande
Río Negro,50,Represa Grande,6997000.0,6997000.0,RIVERA,Riego,Arroz,-31.995322067834422,-54.64881637676428,Registrada,Renovación,Concesión,Cda. De Los Mongoles,3270.0,Represa Grande
Río Negro,50,Represa Grande,7217000.0,7217000.0,RIVERA,Riego,Arroz,-31.995322067834422,-54.64881637676428,Registrada,Renovación,Concesión,Cda. De Los Mongoles,2180.0,Represa Grande
Río Negro,50,Represa Mediana,3452000.0,4293000.0,CERRO LARGO,Riego,Arroz,-32.05447677036361,-54.33278274728216,Registrada,Renovación,Concesión,Cda sin nombre,770.0,Represa Mediana
Río Negro,50,Represa Chica,1434000.0,2230000.0,CERRO LARGO,Riego,Arroz,-32.05427853898245,-54.3346123698866,Registrada,Renovación,Concesión,Cda sin nombre,320.0,Represa Chica
Río Negro,50,Represa Mediana,2018000.0,2018000.0,CERRO LARGO,Riego,Arroz,-32.02632547722337,-54.335993529064574,Registrada,Renovación,Concesión,Cda sin nombre,570.0,Represa Mediana
Río Negro,50,Represa Mediana,1839000.0,1839000.0,CERRO LARGO,Riego,Arroz,-31.720565126337757,-54.38130970284276,Registrada,Renovación,Concesión,Cda sin nombre,510.0,Represa Mediana
Río Negro,50,Represa Mediana,5431000.0,5431000.0,CERRO LARGO,Riego,Arroz,-32.38304251948669,-54.829036960218666,Registrada,Renovación,Concesión,Cda. de la Estancia,715.0,Represa Mediana
Río Negro,50,Represa Mediana,2331000.0,2850000.0,CERRO LARGO,Riego,Arroz,-32.70048282260933,-55.29750736308057,Registrada,Renovación,Concesión,Cda sin nombre,520.0,Represa Mediana
Río Negro,50,Represa Chica,72000.0,762000.0,CERRO LARGO,Riego,Arroz,-32.369550639738705,-54.8334312142314,Registrada,Renovación,Concesión,Cda sin nombre,115.0,Represa Chica
Río Negro,50,Represa Mediana,2248738.0,2249000.0,CERRO LARGO,Riego,Arroz,-32.31889241129295,-54.52215943164755,Registrada,Renovación,Concesión,sin nombre,515.0,Represa Mediana
Río Negro,50,Represa Grande,6149000.0,6149000.0,CERRO LARGO,Otros usos agropecuarios,Abrevadero de ganado,-32.555195042907926,-54.9432380779802,Registrada,Renovación,Concesión,Cda. De Garcete,4000.0,Represa Grande
Río Negro,50,Represa Chica,1700000.0,1700000.0,CERRO LARGO,Riego,Arroz,-32.31953579587378,-54.491675053304505,Registrada,Renovación,Concesión,Cda. s/n,425.0,Represa Chica
Río Negro,50,Represa Mediana,1129000.0,1129000.0,CERRO LARGO,Industrial,Forestal,-32.781231720374244,-55.31863696592536,Registrada,Nueva,Concesión,Cda. s/n,727.0,Represa Mediana
Río Negro,50,Represa Chica,1477800.0,1477800.0,CERRO LARGO,Riego,Arroz,-32.42756813453649,-54.7057645289644,Registrada,Renovación,Concesión,Cda. Rodeo,387.0,Represa Chica
Río Negro,50,Represa Mediana,2129000.0,2129700.0,CERRO LARGO,Riego,Arroz,-31.84345523620111,-54.324502509349806,Registrada,Renovación,Concesión,Cda./Cda. del Ceibal,660.0,Represa Mediana
Río Negro,50,Represa Chica,1981000.0,1981800.0,CERRO LARGO,Riego,Arroz,-32.554289908763764,-55.14687958221519,Registrada,Nueva,Concesión,Cda./Cda Capucho,420.0,Represa Chica
Río Negro,50,Represa Chica,239.76,248390.0,CERRO LARGO,Riego,Forraje/Pradera/Semillas,-32.139288662960475,-54.41699931198259,Registrada,Nueva,Permiso de uso,"Cda S/N, Aº Corrales",130.0,Represa Chica
Río Negro,50,Represa Chica,0.0,803000.0,TACUAREMBÓ,Otros usos agropecuarios,Abrevadero de ganado,-32.25536142400045,-54.98635887275243,Registrada,Renovación,Concesión,Cda. Sarandí,162.0,Represa Chica
Río Negro,50,Represa Chica,3340000.0,2988000.0,CERRO LARGO,Riego,Arroz,-32.05017532959179,-54.19521105884371,Registrada,Renovación,Concesión,Cda./Cda. Sarandí,470.0,Represa Chica
Río Negro,50,Represa Chica,0.0,201500.0,TACUAREMBÓ,Riego,Forraje/Pradera/Semillas,-32.42218840502701,-55.39101966014958,Registrada,Nueva,Concesión,cda sin nombre,70.0,Represa Chica
Río Negro,50,Represa Chica,912000.0,912000.0,CERRO LARGO,Otros usos agropecuarios,Otros,-32.51399483476032,-55.23096860509331,Registrada,Nueva,Concesión,cda sin nombre,233.0,Represa Chica
Río Negro,50,Tajamar Grande,148000.0,148200.0,CERRO LARGO,Otros usos agropecuarios,Otros,-32.348921504514216,-54.452312098571774,Registrada,Nueva,Permiso de uso,cda sin nombre,162.0,Tajamar Grande
Río Negro,50,Represa Chica,550000.0,550000.0,RIVERA,Otros usos agropecuarios,Abrevadero de ganado,-31.82842757631685,-54.54411007782366,Registrada,Nueva,Concesión,Cda. s/n,165.0,Represa Chica
Río Negro,50,Represa Chica,390000.0,1000000.0,RIVERA,Otros usos agropecuarios,Abrevadero de ganado,-31.82842757631685,-54.54411007782366,Registrada,Nueva,Concesión,Cañada sin nombre,78.0,Represa Chica
Río Negro,50,Represa Grande,5677000.0,5677000.0,CERRO LARGO,Riego,Arroz,-32.25399776434842,-54.59078897070149,Registrada,Renovación,Concesión,Cda. Manguera/Ao. Sarandí,1250.0,Represa Grande
Río Negro,50,Represa Chica,5156000.0,5156000.0,CERRO LARGO,Riego,Arroz,-32.25787934015599,-54.6541205811991,Registrada,Renovación,Concesión,Cda. Manguera/Ao. Sauce,415.0,Represa Chica
Río Negro,50,Represa Chica,137000.0,137500.0,CERRO LARGO,Riego,Arroz,-31.93455613065747,-54.36640119671512,Registrada,Renovación,Concesión,Ao. Bañados De Aceguá,180.0,Represa Chica
Río Negro,50,Represa Chica,79000.0,155750.0,CERRO LARGO,Riego,Arroz,-31.835325834777475,-54.36265653312504,Registrada,Renovación,Sin Resolución,Cda. sin nombre/Cda de Camundá,16.0,Represa Chica
Río Negro,50,Represa Chica,1233000.0,1233000.0,CERRO LARGO,Riego,Arroz,-31.842158967573607,-54.36888851069348,Registrada,Renovación,Concesión,Cda. sin nombre/Cda de Camundá,280.0,Represa Chica
Río Negro,50,Represa Chica,1100000.0,1100000.0,CERRO LARGO,Riego,Arroz,-32.066262989482816,-54.25634414034541,Registrada,Nueva,Concesión,Cda. s/n,155.0,Represa Chica
Río Negro,50,Represa Grande,3700000.0,3649000.0,CERRO LARGO,Riego,Arroz,-32.5046096200024,-54.6010870740582,Registrada,Renovación,Concesión,Cda. Doña la Mancha,2783.0,Represa Grande
Río Negro,50,Represa Grande,1000000.0,1200000.0,CERRO LARGO,Riego,Arroz,-32.68114429046101,-55.234655743886094,Registrada,Nueva,Concesión,Cda. s/n,360.0,Represa Grande
Río Negro,50,Represa Chica,1280000.0,1280000.0,CERRO LARGO,Riego,Arroz,-32.201216578643454,-54.468280574014514,Registrada,Nueva,Concesión,Cda. de la Arena,330.0,Represa Chica
Río Negro,50,Represa Chica,1339870.0,1339870.0,CERRO LARGO,Riego,Arroz,-32.201216578643454,-54.468280574014514,Registrada,Nueva,Concesión,Cda. sin nombre,366.0,Represa Chica
Río Negro,50,Represa Chica,1723000.0,1723000.0,CERRO LARGO,Riego,Arroz,-32.13177519791621,-54.728279324791565,Registrada,Nueva,Concesión,Cda. sin nombre,295.0,Represa Chica
Río Negro,50,Represa Chica,1929000.0,1929000.0,CERRO LARGO,Riego,Arroz,-32.134826003407824,-54.746895248406965,Registrada,Nueva,Concesión,Cda. sin nombre,390.0,Represa Chica
Río Negro,50,Represa Mediana,1300000.0,1300000.0,RIVERA,Riego,Forraje/Pradera/Semillas,-31.81707708744517,-54.5434505678018,Registrada,Renovación,Concesión,Cda. s/n,850.0,Represa Mediana
Río Negro,50,Represa Chica,1364000.0,1363000.0,TACUAREMBÓ,Otros usos agropecuarios,Abrevadero de ganado,-32.2959377505972,-54.88467292312456,Registrada,Renovación,Concesión,Cda./Cda. Veloz,125.0,Represa Chica
Río Negro,50,Tajamar Grande,100000.0,100000.0,RIVERA,Otros usos agropecuarios,Abrevadero de ganado,-31.80858,-54.57455,Registrada,Nueva,Permiso de uso,,75.0,Tajamar Grande
Río Negro,50,Represa Mediana,770000.0,6232000.0,RIVERA,Riego,Forraje/Pradera/Semillas,-31.78935,-54.57402,Registrada,Renovación,Concesión,Cda. s/n,760.0,Represa Mediana
Río Negro,50,Represa Chica,756400.0,1100000.0,RIVERA,Otros usos agropecuarios,Abrevadero de ganado,-31.82106,-54.55251,Registrada,Renovación,Concesión,,270.0,Represa Chica
Río Negro,50,"Represa Mediana, Represa Mediana",4921000.0,1295679.0,CERRO LARGO,Riego,Arroz,-32.169318187467624,-54.52281051773373,Registrada,RenovaciónRenovación,ConcesiónConcesión,Cda. s/n,670.0,"Represa Mediana, Represa Mediana"
Río Negro,50,Tajamar Grande,5112500.0,5112500.0,CERRO LARGO,Riego,Arroz,-32.39011,-54.77538,Registrada,Renovación,Concesión,Cda. De Las Losas,830.0,Tajamar Grande
Río Negro,50,Represa Mediana,2933000.0,2936700.0,RIVERA,Riego,Arroz,-31.69965,-54.50262,Registrada,Renovación,Concesión,Cda. s/n,625.0,Represa Mediana
Río Negro,50,Represa Mediana,1831000.0,1831000.0,CERRO LARGO,Riego,Arroz,-31.76766,-54.3449,Registrada,Renovación,Concesión,Cda. s/n,245.0,Represa Mediana
Río Negro,50,Represa Mediana,2400000.0,2400000.0,CERRO LARGO,Riego,Arroz,-32.138597661032335,-54.48146868031471,Registrada,Renovación,Concesión,Cda. s/n,520.0,Represa Mediana
Río Negro,50,Tajamar Mediano,1.0,70.4,RIVERA,Otros usos agropecuarios,Abrevadero de ganado,-31.87932,-54.58214,Registrada,Nueva,Permiso de uso,Cda. s/n,16.2,Tajamar Mediano
Río Negro,50,Represa Mediana,665000.0,665250.0,RIVERA,Riego,Arroz,-31.51131,-54.61005,Registrada,Renovación,Concesión,Gajo Sur Del San Luis,935.0,Represa Mediana
Río Negro,50,Tajamar Grande,93.0,92.7,CERRO LARGO,Otros usos agropecuarios,Abrevadero de ganado,-32.29681,-54.58225,Registrada,Nueva,Permiso de uso,Cda. s/n,41.0,Tajamar Grande
Río Negro,50,Represa Mediana,3870000.0,3870000.0,RIVERA,Riego,Arroz,-31.62538002340483,-54.48927395045758,Registrada,Renovación,Concesión,Cda. s/n,790.0,Represa Mediana
Río Negro,50,Represa Grande,4715000.0,4715500.0,CERRO LARGO,Riego,Arroz,-32.17825,-54.69171,Registrada,Renovación,Concesión,Cda. s/n,1070.0,Represa Grande
Río Negro,50,Tajamar Grande,524450.0,524450.0,CERRO LARGO,Riego,Arroz,-32.03748,-54.19284,Registrada,Nueva,Concesión,Cda. s/n,70.0,Tajamar Grande
Río Negro,50,Tajamar Chico,250.0,1300.0,CERRO LARGO,Otros usos agropecuarios,Abrevadero de ganado,-32.53568487482142,-54.59430581366177,Registrada,Nueva,Permiso de uso,Cda. s/n,5.0,Tajamar Chico
Río Negro,50,Represa Chica,1196000.0,1196000.0,CERRO LARGO,Riego,Arroz,-32.30804952188399,-54.54248897731304,Registrada,Renovación,Concesión,Ao. Sarandí,265.0,Represa Chica
Río Negro,50,Represa Mediana,3085900.0,3085000.0,CERRO LARGO,Riego,Arroz,-32.30804952188399,-54.54248897731304,Registrada,Renovación,Concesión,Cda. s/n,585.0,Represa Mediana
Río Negro,50,Represa Chica,1941000.0,1941000.0,CERRO LARGO,Riego,Arroz,-32.288337795928925,-54.54850181937218,Registrada,Renovación,Concesión,Cda. s/n,397.0,Represa Chica
Río Negro,50,Represa Grande,1002000.0,1002000.0,TACUAREMBÓ,Otros usos agropecuarios,Abrevadero de ganado,-32.355898996324854,-54.9826446507294,Registrada,Renovación,Concesión,Cda. Del Tigre,1080.0,Represa Grande
Río Negro,50,Represa Mediana,2710000.0,3560000.0,CERRO LARGO,Riego,Arroz,-32.02846783974815,-54.50465808901301,Registrada,Renovación,Concesión,Cda sin nombre,705.0,Represa Mediana
Río Negro,50,Tajamar Chico,2700.0,2700.0,CERRO LARGO,Otros usos agropecuarios,Abrevadero de ganado,-32.55633046491097,-55.227650642045774,Registrada,Nueva,Permiso de uso,Bañado De Los Tres Hermanos,15.0,Tajamar Chico
Río Negro,50,Tajamar Chico,3800.0,3800.0,CERRO LARGO,Otros usos agropecuarios,Abrevadero de ganado,-32.55907178910888,-55.22529709334778,Registrada,Nueva,Permiso de uso,Cda. s/n,8.0,Tajamar Chico
Río Negro,50,"Tajamar Chico, Tajamar Chico, Tajamar Mediano, Tajamar Mediano",24900.0,7000.0,DURAZNO,Otros usos agropecuarios,Abrevadero de ganado,-32.52640782678794,-55.47352266294182,Registrada,NuevaNuevaNuevaNueva,Permiso de usoPermiso de usoPermiso de usoPermiso de uso,Cda. s/n,10.26,"Tajamar Chico, Tajamar Chico, Tajamar Mediano, Tajamar Mediano"
Río Negro,50,Tajamar Chico,2349.0,2345.0,CERRO LARGO,Otros usos agropecuarios,Abrevadero de ganado,-32.961642150964295,-55.054116010578575,Registrada,Nueva,Permiso de uso,Cda. s/n,1.12,Tajamar Chico
Río Negro,50,Tajamar Grande,40000.0,76340.0,CERRO LARGO,Riego,Forraje/Pradera/Semillas,-32.0394415122698,-54.15260982495965,Registrada,Nueva,Permiso de uso,Cda. s/n,126.0,Tajamar Grande
Río Negro,50,Represa Chica,622700.0,622000.0,CERRO LARGO,Riego,Forraje/Pradera/Semillas,-32.16330686077728,-54.46459225631664,Registrada,Renovación,,Cda. s/n,150.0,Represa Chica
Río Negro,50,Represa Mediana,1725350.0,1725350.0,CERRO LARGO,Riego,Otros,-32.01731995838994,-54.38945540738067,Registrada,Renovación,Concesión,Cda. sin nombre,220.0,Represa Mediana
Río Negro,50,Represa Chica,1900000.0,1900000.0,CERRO LARGO,Riego,Arroz,-32.47838271390983,-54.84209918940905,Registrada,Nueva,Concesión,Cda. s/n,271.0,Represa Chica
Río Negro,50,Represa Mediana,4776450.0,4776000.0,CERRO LARGO,Riego,Arroz,-32.4843596526673,-54.809291838901125,Registrada,Nueva,Permiso de uso,Cda. s/n,990.0,Represa Mediana
Río Negro,51,Tajamar Grande,90000.0,90000.0,RIVERA,Otros usos agropecuarios,Abrevadero de ganado,-31.651606596682367,-55.576825025726464,Registrada,Renovación,Permiso de uso,Cda. sin nombre,90.0,Tajamar Grande
Río Negro,51,Represa Chica,242500.0,242500.0,RIVERA,Otros usos agropecuarios,Abrevadero de ganado,-31.651606596682367,-55.576825025726464,Registrada,Cesión,Permiso de uso,Cda. sin nombre,79.0,Represa Chica
Río Negro,51,Represa Mediana,1963000.0,1963000.0,RIVERA,Riego,Arroz,-31.38330973073507,-55.09638416551459,Registrada,Nueva,Concesión,Cda. Del Cerro Pelado,740.0,Represa Mediana
Río Negro,51,Tajamar Mediano,6000.0,23000.0,TACUAREMBÓ,Otros usos agropecuarios,Abrevadero de ganado,-31.82298220719786,-55.5906731230441,Registrada,Nueva,Permiso de uso,Cda. s/n,60.0,Tajamar Mediano
Río Negro,51,Represa Chica,430500.0,430000.0,RIVERA,Riego,Cereales/Oleaginosas,-31.458072497695927,-55.23834393417097,Registrada,Nueva,Concesión,Cda. s/n,108.0,Represa Chica
Río Negro,51,Tajamar Grande,42270.0,42720.0,RIVERA,Otros usos,Control de incendios,-31.26571263683356,-55.65858766802491,Registrada,Cesión,Permiso de uso,Cda./Ao. de los Medanos,12.4,Tajamar Grande
Río Negro,51,Represa Chica,603000.0,603000.0,RIVERA,Otros usos,Control de incendios,-31.24184742180147,-55.44395438031158,Registrada,Cesión,Permiso de uso,Cda sin nombre,135.0,Represa Chica
Río Negro,51,Represa Chica,265400.0,265400.0,RIVERA,Otros usos,Control de incendios,-31.22742554588012,-55.447157144836446,Registrada,Cesión,Concesión,Cda sin nombre,105.0,Represa Chica
Río Negro,51,Represa Chica,210000.0,209200.0,TACUAREMBÓ,Otros usos agropecuarios,Abrevadero de ganado,-31.91791523795468,-55.421655903582966,Registrada,Cesión,Permiso de uso,Cda sin nombre,68.0,Represa Chica
Río Negro,51,Represa Chica,257000.0,257300.0,RIVERA,Otros usos,Control de incendios,-31.250670671355547,-55.25862932372647,Registrada,Renovación,Concesión,Cda Estancia Vieja,680.0,Represa Chica
Río Negro,51,Represa Chica,240590.0,240590.0,RIVERA,Otros usos,Control de incendios,-31.29130866641296,-55.69586581179245,Registrada,Renovación,Concesión,Cda. Malacara,58.42,Represa Chica
Río Negro,51,Represa Mediana,1369000.0,1369000.0,RIVERA,Riego,Arroz,-31.6572312054494,-55.46768463894044,Registrada,Renovación,Concesión,Cda sin nombre,715.0,Represa Mediana
Río Negro,51,Represa Chica,296600.0,296600.0,RIVERA,Industrial,Otros,-31.58577329416817,-55.51493780052841,Registrada,Renovación,Permiso de uso,Cda. sin nombre,168.0,Represa Chica
Río Negro,51,Represa Chica,244000.0,244000.0,TACUAREMBÓ,Otros usos agropecuarios,Abrevadero de ganado,-31.86026790243961,-55.53259961307048,Registrada,Cesión,Concesión,Cda. s/n,288.0,Represa Chica
Río Negro,51,Tajamar Grande,24840.0,24840.0,RIVERA,Otros usos,Llenado de embalse/tanque,-31.56792,-55.53315,Registrada,Nueva,Permiso de uso,Ao. Guayabo,1135.0,Tajamar Grande
Río Negro,51,Represa Mediana,2714000.0,2714000.0,RIVERA,Otros usos agropecuarios,Abrevadero de ganado,-31.29748,-55.24558,Registrada,Nueva,Concesión,Cda. s/n,510.0,Represa Mediana
Río Negro,51,Represa Chica,467000.0,486000.0,RIVERA,Riego,Arroz,-31.43106,-55.18953,Registrada,Nueva,Concesión,Cda. s/n,93.0,Represa Chica
Río Negro,51,Represa Chica,812000.0,812000.0,RIVERA,Riego,Arroz,-31.43523,-55.11492,Registrada,Nueva,Concesión,Cda. s/n,290.0,Represa Chica
Río Negro,51,Represa Chica,261050.0,331000.0,RIVERA,Riego,Arroz,-31.40795,-55.13451,Registrada,Nueva,Concesión,Cda. s/n,46.0,Represa Chica
Río Negro,51,Represa Chica,928000.0,928000.0,RIVERA,Otros usos agropecuarios,Abrevadero de ganado,-31.27315,-55.21596,Registrada,Nueva,Concesión,Cda. s/n,440.0,Represa Chica
Río Negro,51,Tajamar Chico,3000.0,3200.0,RIVERA,Otros usos agropecuarios,Abrevadero de ganado,-31.02037651676244,-55.60163998743519,Registrada,Nueva,Permiso de uso,Cda. s/n,2.33,Tajamar Chico
Río Negro,51,Tajamar Chico,3000.0,4113.0,RIVERA,Otros usos agropecuarios,Abrevadero de ganado,-31.723618915045805,-55.44356828962917,Registrada,Nueva,Permiso de uso,Cda. s/n,5.28,Tajamar Chico
Río Negro,51,Represa Grande,3000.0,1450.0,RIVERA,Otros usos agropecuarios,Abrevadero de ganado,-31.57247714223664,-55.50428402493707,Registrada,Nueva,Permiso de uso,Cda. s/n,6.86,Represa Grande
Río Negro,51,Tajamar Chico,3000.0,1.8,RIVERA,Otros usos agropecuarios,Abrevadero de ganado,-31.56360334840364,-55.463728018148686,Registrada,Nueva,Permiso de uso,Cda. s/n,6.78,Tajamar Chico
Río Negro,51,Tajamar Chico,3000.0,2.6,RIVERA,Otros usos agropecuarios,Abrevadero de ganado,-31.40890862125016,-55.39551758905873,Registrada,Nueva,Permiso de uso,Cda. s/n,13.2,Tajamar Chico
Río Negro,51,Tajamar Chico,3000.0,2.05,RIVERA,Otros usos agropecuarios,Abrevadero de ganado,-31.18635120958242,-55.64437392371474,Registrada,Nueva,Permiso de uso,Cda. s/n,37.8,Tajamar Chico
Río Negro,51,Tajamar Grande,5000.0,60.7,RIVERA,Otros usos agropecuarios,Abrevadero de ganado,-31.79200131747558,-55.28941637312526,Registrada,Nueva,Permiso de uso,Cda. s/n,54.8,Tajamar Grande
Río Negro,51,Tajamar Chico,1916.0,1916.0,RIVERA,Otros usos agropecuarios,Abrevadero de ganado,-31.13193528513694,-55.61668279784499,Registrada,Nueva,Permiso de uso,Cda. s/n,10.0,Tajamar Chico
Río Negro,51,Tajamar Chico,1650.0,3.35,TACUAREMBÓ,Otros usos agropecuarios,Abrevadero de ganado,-31.85826315100793,-55.361742898821824,Registrada,Nueva,Permiso de uso,Cda. s/n,3.3,Tajamar Chico
Río Negro,51,Tajamar Mediano,2.0,14.5,TACUAREMBÓ,Otros usos agropecuarios,Abrevadero de ganado,-31.83719240004281,-55.33221714198588,Registrada,Nueva,Permiso de uso,Cda. s/n,22.0,Tajamar Mediano
Río Negro,51,Tajamar Chico,1500.0,12.0,TACUAREMBÓ,Otros usos agropecuarios,Abrevadero de ganado,-31.77425027378064,-55.6514834985137,Registrada,Nueva,Permiso de uso,Cda. s/n,6.3,Tajamar Chico
